IP,REG,fi,seg,result_class,FUC,INS,INS_FULL,Masked,Crash,Dynamic Execution,Masked%,Crash%
4010b0,rflags,265586040,677,masked,<lud_omp._omp_fn.1>,cmp,"cmp, %eax,%ebx",1,0,98.10787,80.8,19.2
401179,xmm0,265726846,413,masked,<lud_omp._omp_fn.0>,mulss,"mulss, (%rdx),%xmm0",1,0,98.159908,80.64516129032258,19.35483870967742
4010a0,xmm0,265797391,195,masked,<lud_omp._omp_fn.1>,movss,"movss, (%rcx,%rax,4),%xmm0",1,0,98.185979,80.48780487804878,19.51219512195122
4010b2,xmm1,266084158,812,masked,<lud_omp._omp_fn.1>,subss,"subss, %xmm0,%xmm1",1,0,98.291959,80.32786885245902,19.672131147540984
401182,xmm1,266143815,330,masked,<lud_omp._omp_fn.0>,subss,"subss, %xmm0,%xmm1",1,0,98.314007,80.16528925619835,19.834710743801654
4010a0,xmm0,266267054,772,masked,<lud_omp._omp_fn.1>,movss,"movss, (%rcx,%rax,4),%xmm0",1,0,98.359552,80.0,20.0
4010b2,xmm1,266287685,238,masked,<lud_omp._omp_fn.1>,subss,"subss, %xmm0,%xmm1",1,0,98.367177,80.67226890756302,19.327731092436974
401182,xmm1,266349722,39,masked,<lud_omp._omp_fn.0>,subss,"subss, %xmm0,%xmm1",1,0,98.390104,80.50847457627118,19.491525423728813
4010a5,rax,266927362,370,crash,<lud_omp._omp_fn.1>,add,"add, $0x1,%rax",0,1,98.603582,80.34188034188034,19.65811965811966
401175,rax,266976986,697,crash,<lud_omp._omp_fn.0>,add,"add, $0x1,%rax",0,1,98.621921,80.17241379310344,19.82758620689655
4010b2,xmm1,267316767,742,masked,<lud_omp._omp_fn.1>,subss,"subss, %xmm0,%xmm1",1,0,98.747494,80.0,20.0
40117d,rdx,267394937,93,crash,<lud_omp._omp_fn.0>,add,"add, %rsi,%rdx",0,1,98.776383,79.82456140350877,20.17543859649123
401182,xmm1,267476940,23,masked,<lud_omp._omp_fn.0>,subss,"subss, %xmm0,%xmm1",1,0,98.806689,79.64601769911505,20.353982300884955
40117d,rdx,267811675,404,masked,<lud_omp._omp_fn.0>,add,"add, %rsi,%rdx",1,0,98.930396,80.35714285714286,19.642857142857142
4010b2,xmm1,268072347,120,masked,<lud_omp._omp_fn.1>,subss,"subss, %xmm0,%xmm1",1,0,99.026733,80.18018018018019,19.81981981981982
4010a5,rax,268465578,839,crash,<lud_omp._omp_fn.1>,add,"add, $0x1,%rax",0,1,99.172059,80.0,20.0
4010ad,rdx,268481870,759,crash,<lud_omp._omp_fn.1>,add,"add, %rsi,%rdx",0,1,99.17808,79.81651376146789,20.18348623853211
401179,xmm0,268685654,530,masked,<lud_omp._omp_fn.0>,mulss,"mulss, (%rdx),%xmm0",1,0,99.253392,79.62962962962963,20.37037037037037
401179,xmm0,268703084,978,masked,<lud_omp._omp_fn.0>,mulss,"mulss, (%rdx),%xmm0",1,0,99.259834,79.4392523364486,20.560747663551403
4010b0,rflags,268761258,709,masked,<lud_omp._omp_fn.1>,cmp,"cmp, %eax,%ebx",1,0,99.281333,80.18867924528301,19.81132075471698
4010ad,rdx,269258271,520,masked,<lud_omp._omp_fn.1>,add,"add, %rsi,%rdx",1,0,99.465014,80.0,20.0
4010a9,xmm0,270078127,808,masked,<lud_omp._omp_fn.1>,mulss,"mulss, (%rdx),%xmm0",1,0,99.768007,79.8076923076923,20.192307692307693
401182,xmm1,270251432,778,masked,<lud_omp._omp_fn.0>,subss,"subss, %xmm0,%xmm1",1,0,99.832055,79.6116504854369,20.388349514563107
4010a9,xmm0,270454919,958,masked,<lud_omp._omp_fn.1>,mulss,"mulss, (%rdx),%xmm0",1,0,99.907258,79.41176470588235,20.58823529411765
401170,xmm0,270705866,747,masked,<lud_omp._omp_fn.0>,movss,"movss, (%rcx,%rax,4),%xmm0",1,0,100.0,79.20792079207921,20.792079207920793
