IP,REG,fi,seg,result_class,FUC,INS,INS_FULL,Masked,Crash,Dynamic Execution,Masked%,Crash%
40cafd,rflags,256639324,11838,masked,<_ZN6miniFE8cg_solveINS_9CSRMatrixIdiiEENS_6VectorIdiiEENS_10matvec_stdIS2_S4_EEEEvRT_RKT0_RS9_T1_NS7_16LocalOrdinalTypeERNS_10TypeTraitsINS7_10ScalarTypeEE14magnitude_typeERSE_SJ_Pd>,cmp,"cmp, %eax,%edi",1,0,95.053087,72.636815920398,26.865671641791046
40c904,xmm0,256726725,5777,masked,<_ZN6miniFE8cg_solveINS_9CSRMatrixIdiiEENS_6VectorIdiiEENS_10matvec_stdIS2_S4_EEEEvRT_RKT0_RS9_T1_NS7_16LocalOrdinalTypeERNS_10TypeTraitsINS7_10ScalarTypeEE14magnitude_typeERSE_SJ_Pd>,movsd,"movsd, (%rsi,%rax,2),%xmm0",1,0,95.085461,72.636815920398,26.865671641791046
40c909,rax,256734169,12966,masked,<_ZN6miniFE8cg_solveINS_9CSRMatrixIdiiEENS_6VectorIdiiEENS_10matvec_stdIS2_S4_EEEEvRT_RKT0_RS9_T1_NS7_16LocalOrdinalTypeERNS_10TypeTraitsINS7_10ScalarTypeEE14magnitude_typeERSE_SJ_Pd>,add,"add, $0x4,%rax",1,0,95.088218,72.13930348258707,27.36318407960199
40c909,rax,256739380,6652,masked,<_ZN6miniFE8cg_solveINS_9CSRMatrixIdiiEENS_6VectorIdiiEENS_10matvec_stdIS2_S4_EEEEvRT_RKT0_RS9_T1_NS7_16LocalOrdinalTypeERNS_10TypeTraitsINS7_10ScalarTypeEE14magnitude_typeERSE_SJ_Pd>,add,"add, $0x4,%rax",1,0,95.090148,72.636815920398,26.865671641791046
40c904,xmm0,256760232,6684,masked,<_ZN6miniFE8cg_solveINS_9CSRMatrixIdiiEENS_6VectorIdiiEENS_10matvec_stdIS2_S4_EEEEvRT_RKT0_RS9_T1_NS7_16LocalOrdinalTypeERNS_10TypeTraitsINS7_10ScalarTypeEE14magnitude_typeERSE_SJ_Pd>,movsd,"movsd, (%rsi,%rax,2),%xmm0",1,0,95.097872,72.636815920398,26.865671641791046
40c90d,rflags,256767574,3025,masked,<_ZN6miniFE8cg_solveINS_9CSRMatrixIdiiEENS_6VectorIdiiEENS_10matvec_stdIS2_S4_EEEEvRT_RKT0_RS9_T1_NS7_16LocalOrdinalTypeERNS_10TypeTraitsINS7_10ScalarTypeEE14magnitude_typeERSE_SJ_Pd>,cmp,"cmp, %r8,%rax",1,0,95.100592,72.636815920398,26.865671641791046
40c90d,rflags,256773251,4320,masked,<_ZN6miniFE8cg_solveINS_9CSRMatrixIdiiEENS_6VectorIdiiEENS_10matvec_stdIS2_S4_EEEEvRT_RKT0_RS9_T1_NS7_16LocalOrdinalTypeERNS_10TypeTraitsINS7_10ScalarTypeEE14magnitude_typeERSE_SJ_Pd>,cmp,"cmp, %r8,%rax",1,0,95.102694,73.13432835820896,26.3681592039801
40c910,xmm0,256800921,5484,masked,<_ZN6miniFE8cg_solveINS_9CSRMatrixIdiiEENS_6VectorIdiiEENS_10matvec_stdIS2_S4_EEEEvRT_RKT0_RS9_T1_NS7_16LocalOrdinalTypeERNS_10TypeTraitsINS7_10ScalarTypeEE14magnitude_typeERSE_SJ_Pd>,mulsd,"mulsd, (%rdi,%rdx,8),%xmm0",1,0,95.112943,73.6318407960199,25.870646766169155
40c909,rax,256801891,13661,masked,<_ZN6miniFE8cg_solveINS_9CSRMatrixIdiiEENS_6VectorIdiiEENS_10matvec_stdIS2_S4_EEEEvRT_RKT0_RS9_T1_NS7_16LocalOrdinalTypeERNS_10TypeTraitsINS7_10ScalarTypeEE14magnitude_typeERSE_SJ_Pd>,add,"add, $0x4,%rax",1,0,95.113303,74.12935323383084,25.37313432835821
40c909,rax,256804136,2296,crash,<_ZN6miniFE8cg_solveINS_9CSRMatrixIdiiEENS_6VectorIdiiEENS_10matvec_stdIS2_S4_EEEEvRT_RKT0_RS9_T1_NS7_16LocalOrdinalTypeERNS_10TypeTraitsINS7_10ScalarTypeEE14magnitude_typeERSE_SJ_Pd>,add,"add, $0x4,%rax",0,1,95.114134,74.6268656716418,24.875621890547265
40c904,xmm0,256818638,9322,masked,<_ZN6miniFE8cg_solveINS_9CSRMatrixIdiiEENS_6VectorIdiiEENS_10matvec_stdIS2_S4_EEEEvRT_RKT0_RS9_T1_NS7_16LocalOrdinalTypeERNS_10TypeTraitsINS7_10ScalarTypeEE14magnitude_typeERSE_SJ_Pd>,movsd,"movsd, (%rsi,%rax,2),%xmm0",1,0,95.119506,74.6268656716418,24.875621890547265
40c90d,rflags,256840598,11949,masked,<_ZN6miniFE8cg_solveINS_9CSRMatrixIdiiEENS_6VectorIdiiEENS_10matvec_stdIS2_S4_EEEEvRT_RKT0_RS9_T1_NS7_16LocalOrdinalTypeERNS_10TypeTraitsINS7_10ScalarTypeEE14magnitude_typeERSE_SJ_Pd>,cmp,"cmp, %r8,%rax",1,0,95.12764,74.6268656716418,24.875621890547265
40c915,xmm1,256843200,8820,masked,<_ZN6miniFE8cg_solveINS_9CSRMatrixIdiiEENS_6VectorIdiiEENS_10matvec_stdIS2_S4_EEEEvRT_RKT0_RS9_T1_NS7_16LocalOrdinalTypeERNS_10TypeTraitsINS7_10ScalarTypeEE14magnitude_typeERSE_SJ_Pd>,addsd,"addsd, %xmm0,%xmm1",1,0,95.128604,75.12437810945273,24.378109452736318
40c90d,rflags,256846530,3481,masked,<_ZN6miniFE8cg_solveINS_9CSRMatrixIdiiEENS_6VectorIdiiEENS_10matvec_stdIS2_S4_EEEEvRT_RKT0_RS9_T1_NS7_16LocalOrdinalTypeERNS_10TypeTraitsINS7_10ScalarTypeEE14magnitude_typeERSE_SJ_Pd>,cmp,"cmp, %r8,%rax",1,0,95.129837,75.12437810945273,24.378109452736318
40c915,xmm1,256847106,7222,masked,<_ZN6miniFE8cg_solveINS_9CSRMatrixIdiiEENS_6VectorIdiiEENS_10matvec_stdIS2_S4_EEEEvRT_RKT0_RS9_T1_NS7_16LocalOrdinalTypeERNS_10TypeTraitsINS7_10ScalarTypeEE14magnitude_typeERSE_SJ_Pd>,addsd,"addsd, %xmm0,%xmm1",1,0,95.130051,74.6268656716418,24.875621890547265
40c910,xmm0,256897441,12354,masked,<_ZN6miniFE8cg_solveINS_9CSRMatrixIdiiEENS_6VectorIdiiEENS_10matvec_stdIS2_S4_EEEEvRT_RKT0_RS9_T1_NS7_16LocalOrdinalTypeERNS_10TypeTraitsINS7_10ScalarTypeEE14magnitude_typeERSE_SJ_Pd>,mulsd,"mulsd, (%rdi,%rdx,8),%xmm0",1,0,95.148695,74.6268656716418,24.875621890547265
40c904,xmm0,256939549,12247,masked,<_ZN6miniFE8cg_solveINS_9CSRMatrixIdiiEENS_6VectorIdiiEENS_10matvec_stdIS2_S4_EEEEvRT_RKT0_RS9_T1_NS7_16LocalOrdinalTypeERNS_10TypeTraitsINS7_10ScalarTypeEE14magnitude_typeERSE_SJ_Pd>,movsd,"movsd, (%rsi,%rax,2),%xmm0",1,0,95.164292,74.6268656716418,24.875621890547265
40c909,rax,256953426,6120,crash,<_ZN6miniFE8cg_solveINS_9CSRMatrixIdiiEENS_6VectorIdiiEENS_10matvec_stdIS2_S4_EEEEvRT_RKT0_RS9_T1_NS7_16LocalOrdinalTypeERNS_10TypeTraitsINS7_10ScalarTypeEE14magnitude_typeERSE_SJ_Pd>,add,"add, $0x4,%rax",0,1,95.169432,75.12437810945273,24.378109452736318
40c90d,rflags,256971726,11779,masked,<_ZN6miniFE8cg_solveINS_9CSRMatrixIdiiEENS_6VectorIdiiEENS_10matvec_stdIS2_S4_EEEEvRT_RKT0_RS9_T1_NS7_16LocalOrdinalTypeERNS_10TypeTraitsINS7_10ScalarTypeEE14magnitude_typeERSE_SJ_Pd>,cmp,"cmp, %r8,%rax",1,0,95.176211,75.62189054726367,23.880597014925375
40c915,xmm1,256972652,13192,masked,<_ZN6miniFE8cg_solveINS_9CSRMatrixIdiiEENS_6VectorIdiiEENS_10matvec_stdIS2_S4_EEEEvRT_RKT0_RS9_T1_NS7_16LocalOrdinalTypeERNS_10TypeTraitsINS7_10ScalarTypeEE14magnitude_typeERSE_SJ_Pd>,addsd,"addsd, %xmm0,%xmm1",1,0,95.176554,75.12437810945273,24.378109452736318
