IP,REG,fi,seg,result_class,FUC,INS,INS_FULL,Masked,Crash,Dynamic Execution,Masked%,Crash%
400fe4,rflags,31979,11,crash,<bpnn_randomize_weights>,lea,"lea, (%rax,%rbx,4),%rbp",0,1,0.0,60.396039603960396,39.603960396039604
400ff5,rdx,353463,1792,crash,<bpnn_randomize_weights>,cmp,"cmp, %ebx,%r12d",0,1,0.157002,59.80392156862745,40.19607843137255
400ccc,rflags,501283,702,masked,<bpnn_adjust_weights._omp_fn.1>,add,"add, $0x1,%rax",1,0,0.229192,60.19417475728155,39.80582524271845
400fe8,rdx,524829,2392,masked,<bpnn_randomize_weights>,add,"add, $0x1,%rbx",1,0,0.240692,60.57692307692308,39.42307692307692
4012eb,rflags,560484,540,masked,<bpnn_create>,cmp,"cmp, %ecx,%ebx",1,0,0.258104,60.95238095238095,39.04761904761905
400fe0,rbp,588251,2000,masked,<bpnn_randomize_weights>,mov,"mov, (%r15,%r14,8),%rax",1,0,0.271665,61.320754716981135,38.679245283018865
400cd2,rdi,605208,605,crash,<bpnn_adjust_weights._omp_fn.1>,cvtps2pd,"cvtps2pd, %xmm1,%xmm1",0,1,0.279946,61.6822429906542,38.3177570093458
400fd0,rax,651000,3341,masked,<bpnn_randomize_weights>,test,"test, %r12d,%r12d",1,0,0.302309,61.111111111111114,38.888888888888886
400fe8,rflags,672012,1577,crash,<bpnn_randomize_weights>,add,"add, $0x1,%rbx",0,1,0.312571,61.46788990825688,38.53211009174312
400cbe,rax,754936,2776,masked,<bpnn_adjust_weights._omp_fn.1>,add,"add, (%r9,%rax,8),%rdx",1,0,0.353068,60.90909090909091,39.09090909090909
400cc5,rflags,792880,2460,crash,<bpnn_adjust_weights._omp_fn.1>,add,"add, (%r8,%rax,8),%rcx",0,1,0.371599,60.36036036036036,39.63963963963964
400ff8,xmm0,814125,586,masked,<bpnn_randomize_weights>,mulss,"mulss, 0x1090(%rip),%xmm0",1,0,0.381974,59.82142857142857,40.17857142857143
400ff5,rflags,1180255,1704,masked,<bpnn_randomize_weights>,cmp,"cmp, %ebx,%r12d",1,0,0.56078,59.29203539823009,40.70796460176991
400fe0,rflags,1180667,1592,masked,<bpnn_randomize_weights>,mov,"mov, (%r15,%r14,8),%rax",1,0,0.560981,59.64912280701754,40.35087719298246
400da6,rcx,1258013,1264,crash,<bpnn_layerforward._omp_fn.0>,add,"add, $0x1,%rax",0,1,0.598754,59.130434782608695,40.869565217391305
4012eb,rax,1365974,432,masked,<bpnn_create>,cmp,"cmp, %ecx,%ebx",1,0,0.651479,58.62068965517241,41.37931034482759
400f89,rflags,1403662,1837,crash,<alloc_2d_dbl>,cmp,"cmp, %r12,%rbx",0,1,0.669884,58.97435897435897,41.02564102564103
400fe8,rbx,1535264,544,masked,<bpnn_randomize_weights>,add,"add, $0x1,%rbx",1,0,0.734154,59.32203389830509,40.67796610169491
400ff5,rcx,1658413,825,masked,<bpnn_randomize_weights>,cmp,"cmp, %ebx,%r12d",1,0,0.794296,58.8235294117647,41.1764705882353
400da1,rcx,1729345,885,masked,<bpnn_layerforward._omp_fn.0>,mulss,"mulss, (%rsi,%rax,4),%xmm0",1,0,0.828937,59.166666666666664,40.833333333333336
400f11,rdx,1779909,1588,masked,<alloc_1d_dbl>,shl,"shl, $0x2,%edi",1,0,0.853631,58.67768595041322,41.32231404958678
400cc5,rax,1820600,2889,masked,<bpnn_adjust_weights._omp_fn.1>,add,"add, (%r8,%rax,8),%rcx",1,0,0.873503,59.01639344262295,40.98360655737705
400d98,rax,1848892,1468,crash,<bpnn_layerforward._omp_fn.0>,mov,"mov, (%r8,%rax,8),%rdx",0,1,0.88732,59.34959349593496,40.65040650406504
400ff5,rflags,1913460,3278,masked,<bpnn_randomize_weights>,cmp,"cmp, %ebx,%r12d",1,0,0.918853,59.67741935483871,40.32258064516129
4012eb,rflags,1957048,2029,crash,<bpnn_create>,cmp,"cmp, %ecx,%ebx",0,1,0.94014,59.2,40.8
400ff8,rbp,2056439,323,masked,<bpnn_randomize_weights>,mulss,"mulss, 0x1090(%rip),%xmm0",1,0,0.988679,59.523809523809526,40.476190476190474
400ccc,rdx,2165588,2675,crash,<bpnn_adjust_weights._omp_fn.1>,add,"add, $0x1,%rax",0,1,1.041984,59.84251968503937,40.15748031496063
400cd0,xmm0,2200148,2828,crash,<bpnn_adjust_weights._omp_fn.1>,cmp,"cmp, %eax,%ebx",0,1,1.058862,59.375,40.625
400d98,rbx,2244734,3216,crash,<bpnn_layerforward._omp_fn.0>,mov,"mov, (%r8,%rax,8),%rdx",0,1,1.080636,58.91472868217054,41.08527131782946
400cbe,rflags,2288966,2874,masked,<bpnn_adjust_weights._omp_fn.1>,add,"add, (%r9,%rax,8),%rdx",1,0,1.102237,58.46153846153846,41.53846153846154
400fe0,rflags,2372231,1026,crash,<bpnn_randomize_weights>,mov,"mov, (%r15,%r14,8),%rax",0,1,1.142901,58.778625954198475,41.221374045801525
400fe0,rsp,2461203,2795,crash,<bpnn_randomize_weights>,mov,"mov, (%r15,%r14,8),%rax",0,1,1.186352,59.09090909090909,40.90909090909091
400fe8,rflags,2516870,1353,crash,<bpnn_randomize_weights>,add,"add, $0x1,%rbx",0,1,1.213538,59.3984962406015,40.6015037593985
400daa,rcx,2670860,2198,crash,<bpnn_layerforward._omp_fn.0>,cmp,"cmp, %eax,%ecx",0,1,1.288742,59.701492537313435,40.298507462686565
400ff5,rax,2934188,3242,crash,<bpnn_randomize_weights>,cmp,"cmp, %ebx,%r12d",0,1,1.417342,60.0,40.0
400cbe,rbp,2958206,1420,masked,<bpnn_adjust_weights._omp_fn.1>,add,"add, (%r9,%rax,8),%rdx",1,0,1.429072,59.55882352941177,40.44117647058823
400ff5,rdx,3123989,3018,crash,<bpnn_randomize_weights>,cmp,"cmp, %ebx,%r12d",0,1,1.510035,59.85401459854015,40.14598540145985
400cc2,rbx,3322751,3263,crash,<bpnn_adjust_weights._omp_fn.1>,mov,"mov, %rsi,%rcx",0,1,1.607104,60.14492753623188,39.85507246376812
4012e7,rsp,3326385,422,masked,<bpnn_create>,add,"add, $0x1,%rcx",1,0,1.608878,60.431654676258994,39.568345323741006
400cf0,rax,3553070,1897,crash,<bpnn_adjust_weights._omp_fn.1>,unpcklpd,"unpcklpd, %xmm0,%xmm0",0,1,1.719584,60.714285714285715,39.285714285714285
400fe8,rcx,3594976,40,crash,<bpnn_randomize_weights>,add,"add, $0x1,%rbx",0,1,1.740049,60.283687943262414,39.716312056737586
400d98,rflags,3605145,1348,masked,<bpnn_layerforward._omp_fn.0>,mov,"mov, (%r8,%rax,8),%rdx",1,0,1.745015,59.859154929577464,40.140845070422536
400cc5,xmm0,3625309,1147,masked,<bpnn_adjust_weights._omp_fn.1>,add,"add, (%r8,%rax,8),%rcx",1,0,1.754863,60.13986013986014,39.86013986013986
400cc5,xmm0,3748210,569,masked,<bpnn_adjust_weights._omp_fn.1>,add,"add, (%r8,%rax,8),%rcx",1,0,1.814884,60.416666666666664,39.583333333333336
400ff1,rbx,3946093,2653,masked,<bpnn_randomize_weights>,cvtsi2ss,"cvtsi2ss, %eax,%xmm0",1,0,1.911523,60.0,40.0
400cd0,xmm0,3974095,2404,masked,<bpnn_adjust_weights._omp_fn.1>,cmp,"cmp, %eax,%ebx",1,0,1.925198,60.273972602739725,39.726027397260275
400cbb,xmm0,3999100,1641,masked,<bpnn_adjust_weights._omp_fn.1>,mov,"mov, %rsi,%rdx",1,0,1.93741,60.54421768707483,39.45578231292517
400fe8,xmm0,4023646,174,crash,<bpnn_randomize_weights>,add,"add, $0x1,%rbx",0,1,1.949397,60.13513513513514,39.86486486486486
4011fc,rbx,4152629,1602,crash,<bpnn_free>,mov,"mov, (%rax,%rbp,8),%rdi",0,1,2.012388,60.40268456375839,39.59731543624161
400da6,rbp,4181788,24,crash,<bpnn_layerforward._omp_fn.0>,add,"add, $0x1,%rax",0,1,2.026629,60.666666666666664,39.333333333333336
4012e7,rbp,4297384,485,crash,<bpnn_create>,add,"add, $0x1,%rcx",0,1,2.083082,60.9271523178808,39.0728476821192
400fe0,rcx,4342554,2851,crash,<bpnn_randomize_weights>,mov,"mov, (%r15,%r14,8),%rax",0,1,2.105141,61.18421052631579,38.81578947368421
400cec,rdx,4356578,3154,masked,<bpnn_adjust_weights._omp_fn.1>,movss,"movss, (%rcx),%xmm1",1,0,2.11199,61.43790849673203,38.56209150326797
400fe8,xmm0,4372228,559,crash,<bpnn_randomize_weights>,add,"add, $0x1,%rbx",0,1,2.119633,61.688311688311686,38.311688311688314
400cd0,rcx,4440925,971,masked,<bpnn_adjust_weights._omp_fn.1>,cmp,"cmp, %eax,%ebx",1,0,2.153183,61.29032258064516,38.70967741935484
400cf8,rcx,4614117,966,masked,<bpnn_adjust_weights._omp_fn.1>,addss,"addss, %xmm0,%xmm1",1,0,2.237764,61.53846153846154,38.46153846153846
4012e7,xmm0,4646364,2498,crash,<bpnn_create>,add,"add, $0x1,%rcx",0,1,2.253512,61.78343949044586,38.21656050955414
400da6,xmm1,4719839,273,crash,<bpnn_layerforward._omp_fn.0>,add,"add, $0x1,%rax",0,1,2.289395,61.392405063291136,38.607594936708864
400fd0,xmm0,4731528,1275,masked,<bpnn_randomize_weights>,test,"test, %r12d,%r12d",1,0,2.295103,61.63522012578616,38.36477987421384
400ff8,rbx,4759467,2589,masked,<bpnn_randomize_weights>,mulss,"mulss, 0x1090(%rip),%xmm0",1,0,2.308748,61.25,38.75
400cc2,rcx,4793791,1320,crash,<bpnn_adjust_weights._omp_fn.1>,mov,"mov, %rsi,%rcx",0,1,2.325511,60.869565217391305,39.130434782608695
400daa,rflags,4893414,2303,masked,<bpnn_layerforward._omp_fn.0>,cmp,"cmp, %eax,%ecx",1,0,2.374163,61.111111111111114,38.888888888888886
400f7a,rbp,4998963,1524,masked,<alloc_2d_dbl>,mov,"mov, %ebp,%edi",1,0,2.42571,61.34969325153374,38.65030674846626
400fe0,rax,5106641,33,masked,<bpnn_randomize_weights>,mov,"mov, (%r15,%r14,8),%rax",1,0,2.478296,60.97560975609756,39.02439024390244
400fe8,rbx,5132908,152,crash,<bpnn_randomize_weights>,add,"add, $0x1,%rbx",0,1,2.491124,61.21212121212121,38.78787878787879
400fe0,xmm0,5165539,3014,masked,<bpnn_randomize_weights>,mov,"mov, (%r15,%r14,8),%rax",1,0,2.50706,61.44578313253012,38.55421686746988
400ff5,rflags,5398940,2467,masked,<bpnn_randomize_weights>,cmp,"cmp, %ebx,%r12d",1,0,2.621045,61.67664670658683,38.32335329341317
400daa,xmm0,5546137,1629,crash,<bpnn_layerforward._omp_fn.0>,cmp,"cmp, %eax,%ecx",0,1,2.692931,61.30952380952381,38.69047619047619
400fe8,rcx,5585303,1642,crash,<bpnn_randomize_weights>,add,"add, $0x1,%rbx",0,1,2.712059,61.53846153846154,38.46153846153846
400ccc,rdi,5678805,2637,masked,<bpnn_adjust_weights._omp_fn.1>,add,"add, $0x1,%rax",1,0,2.757722,61.76470588235294,38.23529411764706
4012eb,xmm0,5815358,1697,masked,<bpnn_create>,cmp,"cmp, %ecx,%ebx",1,0,2.82441,61.98830409356725,38.01169590643275
400ff1,rdx,5815383,1332,crash,<bpnn_randomize_weights>,cvtsi2ss,"cvtsi2ss, %eax,%xmm0",0,1,2.824422,62.2093023255814,37.7906976744186
400ff1,xmm0,5995963,3246,masked,<bpnn_randomize_weights>,cvtsi2ss,"cvtsi2ss, %eax,%xmm0",1,0,2.912611,61.84971098265896,38.15028901734104
400fe4,xmm0,6102982,657,crash,<bpnn_randomize_weights>,lea,"lea, (%rax,%rbx,4),%rbp",0,1,2.964876,62.06896551724138,37.93103448275862
4012e7,rflags,6114591,3004,masked,<bpnn_create>,add,"add, $0x1,%rcx",1,0,2.970545,62.285714285714285,37.714285714285715
400dac,xmm0,6154875,1138,masked,<bpnn_layerforward._omp_fn.0>,addss,"addss, %xmm0,%xmm1",1,0,2.990219,62.5,37.5
400ff8,rflags,6328082,2517,masked,<bpnn_randomize_weights>,mulss,"mulss, 0x1090(%rip),%xmm0",1,0,3.074807,62.71186440677966,37.28813559322034
400cb5,rcx,6381074,2584,crash,<bpnn_adjust_weights._omp_fn.1>,movss,"movss, (%r10,%rax,4),%xmm1",0,1,3.100687,62.359550561797754,37.640449438202246
400cc5,rdi,6510949,858,crash,<bpnn_adjust_weights._omp_fn.1>,add,"add, (%r8,%rax,8),%rcx",0,1,3.164114,62.01117318435754,37.98882681564246
4012e7,rbx,6627876,2063,crash,<bpnn_create>,add,"add, $0x1,%rcx",0,1,3.221217,61.666666666666664,38.333333333333336
4012e7,rcx,6926664,1712,masked,<bpnn_create>,add,"add, $0x1,%rcx",1,0,3.367135,61.87845303867403,38.12154696132597
400fe0,rflags,6938531,2454,masked,<bpnn_randomize_weights>,mov,"mov, (%r15,%r14,8),%rax",1,0,3.37293,62.08791208791209,37.91208791208791
400fe0,rbx,7181623,1733,crash,<bpnn_randomize_weights>,mov,"mov, (%r15,%r14,8),%rax",0,1,3.491648,62.295081967213115,37.704918032786885
400fe4,rflags,7222820,2072,masked,<bpnn_randomize_weights>,lea,"lea, (%rax,%rbx,4),%rbp",1,0,3.511768,62.5,37.5
400cf8,rcx,7228773,2722,masked,<bpnn_adjust_weights._omp_fn.1>,addss,"addss, %xmm0,%xmm1",1,0,3.514675,62.7027027027027,37.2972972972973
400cd0,rbx,7479171,2523,masked,<bpnn_adjust_weights._omp_fn.1>,cmp,"cmp, %eax,%ebx",1,0,3.636961,62.903225806451616,37.096774193548384
400da6,xmm1,7638706,1939,masked,<bpnn_layerforward._omp_fn.0>,add,"add, $0x1,%rax",1,0,3.714873,63.101604278074866,36.898395721925134
400ff5,rflags,7794564,721,masked,<bpnn_randomize_weights>,cmp,"cmp, %ebx,%r12d",1,0,3.790988,63.297872340425535,36.702127659574465
400ff1,rflags,7833301,2742,masked,<bpnn_randomize_weights>,cvtsi2ss,"cvtsi2ss, %eax,%xmm0",1,0,3.809906,63.492063492063494,36.507936507936506
400daa,rflags,7886238,1479,masked,<bpnn_layerforward._omp_fn.0>,cmp,"cmp, %eax,%ecx",1,0,3.835759,63.1578947368421,36.8421052631579
400ff5,rcx,7909749,2594,masked,<bpnn_randomize_weights>,cmp,"cmp, %ebx,%r12d",1,0,3.847241,62.82722513089005,37.17277486910995
400f7a,rdi,8014547,0,masked,<alloc_2d_dbl>,mov,"mov, %ebp,%edi",1,0,3.898421,63.020833333333336,36.979166666666664
4012eb,xmm0,8080978,950,masked,<bpnn_create>,cmp,"cmp, %ecx,%ebx",1,0,3.930863,62.69430051813472,37.30569948186528
400fe0,rcx,8086975,3027,masked,<bpnn_randomize_weights>,mov,"mov, (%r15,%r14,8),%rax",1,0,3.933792,62.371134020618555,37.628865979381445
400daa,rflags,8136262,1841,masked,<bpnn_layerforward._omp_fn.0>,cmp,"cmp, %eax,%ecx",1,0,3.957862,62.05128205128205,37.94871794871795
400daa,rbx,8251661,2369,masked,<bpnn_layerforward._omp_fn.0>,cmp,"cmp, %eax,%ecx",1,0,4.014219,61.734693877551024,38.265306122448976
400ff1,rcx,8309047,651,masked,<bpnn_randomize_weights>,cvtsi2ss,"cvtsi2ss, %eax,%xmm0",1,0,4.042245,61.421319796954315,38.578680203045685
4012eb,rax,8314941,1421,masked,<bpnn_create>,cmp,"cmp, %ecx,%ebx",1,0,4.045123,61.111111111111114,38.888888888888886
400cf8,xmm0,8324279,3294,crash,<bpnn_adjust_weights._omp_fn.1>,addss,"addss, %xmm0,%xmm1",0,1,4.049684,60.80402010050251,39.19597989949749
400cd2,rax,8438111,898,masked,<bpnn_adjust_weights._omp_fn.1>,cvtps2pd,"cvtps2pd, %xmm1,%xmm1",1,0,4.105275,61.0,39.0
400f11,xmm0,8516316,1099,masked,<alloc_1d_dbl>,shl,"shl, $0x2,%edi",1,0,4.143468,61.19402985074627,38.80597014925373
400fe8,rdi,8569120,2338,crash,<bpnn_randomize_weights>,add,"add, $0x1,%rbx",0,1,4.169256,61.691542288557216,38.308457711442784
400fe8,xmm0,8766551,1872,masked,<bpnn_randomize_weights>,add,"add, $0x1,%rbx",1,0,4.265675,62.18905472636816,37.81094527363184
400ccc,rflags,8841591,604,masked,<bpnn_adjust_weights._omp_fn.1>,add,"add, $0x1,%rax",1,0,4.302322,62.18905472636816,37.81094527363184
400fe4,rflags,8879488,2743,masked,<bpnn_randomize_weights>,lea,"lea, (%rax,%rbx,4),%rbp",1,0,4.320829,61.691542288557216,38.308457711442784
400cdd,xmm0,8936658,1438,masked,<bpnn_adjust_weights._omp_fn.1>,movss,"movss, (%rdx),%xmm1",1,0,4.348749,61.691542288557216,38.308457711442784
4012eb,rcx,9033560,1976,masked,<bpnn_create>,cmp,"cmp, %ecx,%ebx",1,0,4.396073,61.691542288557216,38.308457711442784
400d98,xmm0,9122260,3066,crash,<bpnn_layerforward._omp_fn.0>,mov,"mov, (%r8,%rax,8),%rdx",0,1,4.439391,61.691542288557216,38.308457711442784
4012e7,xmm0,9160372,2312,masked,<bpnn_create>,add,"add, $0x1,%rcx",1,0,4.458004,61.691542288557216,38.308457711442784
400da6,rflags,9200064,913,crash,<bpnn_layerforward._omp_fn.0>,add,"add, $0x1,%rax",0,1,4.477388,62.18905472636816,37.81094527363184
400fe8,rflags,9233228,986,crash,<bpnn_randomize_weights>,add,"add, $0x1,%rbx",0,1,4.493584,61.691542288557216,38.308457711442784
400f7c,rcx,9244712,1660,crash,<alloc_2d_dbl>,add,"add, $0x8,%rbx",0,1,4.499192,61.691542288557216,38.308457711442784
400ff8,xmm0,9261331,1585,crash,<bpnn_randomize_weights>,mulss,"mulss, 0x1090(%rip),%xmm0",0,1,4.507309,61.19402985074627,38.80597014925373
400ff8,rdx,9336236,2749,masked,<bpnn_randomize_weights>,mulss,"mulss, 0x1090(%rip),%xmm0",1,0,4.54389,61.19402985074627,38.80597014925373
400fe8,rdx,9336456,2125,crash,<bpnn_randomize_weights>,add,"add, $0x1,%rbx",0,1,4.543997,61.19402985074627,38.80597014925373
400cf4,rcx,9382506,1467,crash,<bpnn_adjust_weights._omp_fn.1>,cvtpd2ps,"cvtpd2ps, %xmm0,%xmm0",0,1,4.566486,61.691542288557216,38.308457711442784
400ff1,xmm0,9468200,967,masked,<bpnn_randomize_weights>,cvtsi2ss,"cvtsi2ss, %eax,%xmm0",1,0,4.608337,61.691542288557216,38.308457711442784
400cd0,rax,9571488,1743,masked,<bpnn_adjust_weights._omp_fn.1>,cmp,"cmp, %eax,%ebx",1,0,4.658779,62.18905472636816,37.81094527363184
400daa,rax,9642693,1255,crash,<bpnn_layerforward._omp_fn.0>,cmp,"cmp, %eax,%ecx",0,1,4.693553,62.18905472636816,37.81094527363184
4012d0,rcx,9760562,1209,masked,<bpnn_create>,test,"test, %ebx,%ebx",1,0,4.751116,62.18905472636816,37.81094527363184
400cc5,rflags,9777585,2403,crash,<bpnn_adjust_weights._omp_fn.1>,add,"add, (%r8,%rax,8),%rcx",0,1,4.75943,62.18905472636816,37.81094527363184
400cc5,rdx,9790716,630,masked,<bpnn_adjust_weights._omp_fn.1>,add,"add, (%r8,%rax,8),%rcx",1,0,4.765843,62.18905472636816,37.81094527363184
400daa,xmm0,9809981,620,masked,<bpnn_layerforward._omp_fn.0>,cmp,"cmp, %eax,%ecx",1,0,4.775251,62.18905472636816,37.81094527363184
400ff8,rcx,9911847,2890,masked,<bpnn_randomize_weights>,mulss,"mulss, 0x1090(%rip),%xmm0",1,0,4.824999,62.6865671641791,37.3134328358209
400cbe,rflags,10013000,1000,crash,<bpnn_adjust_weights._omp_fn.1>,add,"add, (%r9,%rax,8),%rdx",0,1,4.874399,62.18905472636816,37.81094527363184
4012eb,rax,10035712,1783,masked,<bpnn_create>,cmp,"cmp, %ecx,%ebx",1,0,4.885491,62.6865671641791,37.3134328358209
400fe8,rflags,10064308,1895,masked,<bpnn_randomize_weights>,add,"add, $0x1,%rbx",1,0,4.899456,62.18905472636816,37.81094527363184
400ff5,rdx,10076043,746,crash,<bpnn_randomize_weights>,cmp,"cmp, %ebx,%r12d",0,1,4.905187,62.6865671641791,37.3134328358209
400fe8,rsp,10100500,596,crash,<bpnn_randomize_weights>,add,"add, $0x1,%rbx",0,1,4.917131,63.18407960199005,36.81592039800995
400fe0,rflags,10122006,2346,crash,<bpnn_randomize_weights>,mov,"mov, (%r15,%r14,8),%rax",0,1,4.927634,63.18407960199005,36.81592039800995
4012eb,rax,10138146,3148,masked,<bpnn_create>,cmp,"cmp, %ecx,%ebx",1,0,4.935516,63.18407960199005,36.81592039800995
400ff1,xmm0,10236133,1755,masked,<bpnn_randomize_weights>,cvtsi2ss,"cvtsi2ss, %eax,%xmm0",1,0,4.98337,63.18407960199005,36.81592039800995
400ff1,rax,10463488,447,masked,<bpnn_randomize_weights>,cvtsi2ss,"cvtsi2ss, %eax,%xmm0",1,0,5.094402,63.681592039801,36.318407960199
400d98,rax,10532614,2783,masked,<bpnn_layerforward._omp_fn.0>,mov,"mov, (%r8,%rax,8),%rdx",1,0,5.128161,64.17910447761194,35.82089552238806
400fe8,rflags,10542077,3329,masked,<bpnn_randomize_weights>,add,"add, $0x1,%rbx",1,0,5.132782,64.67661691542288,35.32338308457712
400fe4,rbx,10599699,687,crash,<bpnn_randomize_weights>,lea,"lea, (%rax,%rbx,4),%rbp",0,1,5.160923,65.17412935323384,34.82587064676617
400ff5,rcx,10612508,2727,masked,<bpnn_randomize_weights>,cmp,"cmp, %ebx,%r12d",1,0,5.167179,65.17412935323384,34.82587064676617
4012d8,rax,10946127,615,masked,<bpnn_create>,xor,"xor, %ecx,%ecx",1,0,5.330107,65.67164179104478,34.32835820895522
400ff5,rcx,10975840,2445,masked,<bpnn_randomize_weights>,cmp,"cmp, %ebx,%r12d",1,0,5.344618,66.16915422885572,33.830845771144276
400fe0,rax,11002103,2184,masked,<bpnn_randomize_weights>,mov,"mov, (%r15,%r14,8),%rax",1,0,5.357444,65.67164179104478,34.32835820895522
400ccc,rflags,11008223,2540,crash,<bpnn_adjust_weights._omp_fn.1>,add,"add, $0x1,%rax",0,1,5.360433,66.16915422885572,33.830845771144276
400ce4,rbp,11063468,3317,crash,<bpnn_adjust_weights._omp_fn.1>,mulsd,"mulsd, %xmm2,%xmm1",0,1,5.387412,66.66666666666667,33.333333333333336
400ff8,xmm0,11065051,1576,masked,<bpnn_randomize_weights>,mulss,"mulss, 0x1090(%rip),%xmm0",1,0,5.388185,66.66666666666667,33.333333333333336
400ccc,rflags,11195852,3054,masked,<bpnn_adjust_weights._omp_fn.1>,add,"add, $0x1,%rax",1,0,5.452064,66.66666666666667,33.333333333333336
400cc5,rax,11297377,2740,crash,<bpnn_adjust_weights._omp_fn.1>,add,"add, (%r8,%rax,8),%rcx",0,1,5.501646,66.66666666666667,33.333333333333336
400ccc,rflags,11305494,1092,masked,<bpnn_adjust_weights._omp_fn.1>,add,"add, $0x1,%rax",1,0,5.50561,66.66666666666667,33.333333333333336
400cf0,rax,11319996,462,masked,<bpnn_adjust_weights._omp_fn.1>,unpcklpd,"unpcklpd, %xmm0,%xmm0",1,0,5.512692,66.66666666666667,33.333333333333336
400ff8,rcx,11482880,982,crash,<bpnn_randomize_weights>,mulss,"mulss, 0x1090(%rip),%xmm0",0,1,5.592239,66.66666666666667,33.333333333333336
400fe8,rcx,11522806,60,masked,<bpnn_randomize_weights>,add,"add, $0x1,%rbx",1,0,5.611738,66.66666666666667,33.333333333333336
400ff8,xmm0,11548085,2140,masked,<bpnn_randomize_weights>,mulss,"mulss, 0x1090(%rip),%xmm0",1,0,5.624083,66.66666666666667,33.333333333333336
400ccc,rbx,11728789,2166,masked,<bpnn_adjust_weights._omp_fn.1>,add,"add, $0x1,%rax",1,0,5.712333,67.16417910447761,32.83582089552239
400fe4,rflags,12029440,1376,masked,<bpnn_randomize_weights>,lea,"lea, (%rax,%rbx,4),%rbp",1,0,5.859161,67.16417910447761,32.83582089552239
400ccc,rbp,12034100,2093,masked,<bpnn_adjust_weights._omp_fn.1>,add,"add, $0x1,%rax",1,0,5.861437,67.66169154228855,32.33830845771144
400ff1,xmm0,12100745,2006,masked,<bpnn_randomize_weights>,cvtsi2ss,"cvtsi2ss, %eax,%xmm0",1,0,5.893984,67.66169154228855,32.33830845771144
400cc2,rflags,12106336,3063,crash,<bpnn_adjust_weights._omp_fn.1>,mov,"mov, %rsi,%rcx",0,1,5.896714,68.1592039800995,31.8407960199005
400cbb,rdx,12175103,300,masked,<bpnn_adjust_weights._omp_fn.1>,mov,"mov, %rsi,%rdx",1,0,5.930298,67.66169154228855,32.33830845771144
400cc2,rax,12185042,1193,masked,<bpnn_adjust_weights._omp_fn.1>,mov,"mov, %rsi,%rcx",1,0,5.935152,67.66169154228855,32.33830845771144
400da6,rflags,12252679,1831,crash,<bpnn_layerforward._omp_fn.0>,add,"add, $0x1,%rax",0,1,5.968184,67.66169154228855,32.33830845771144
400cc9,xmm1,12424753,2055,masked,<bpnn_adjust_weights._omp_fn.1>,cvtps2pd,"cvtps2pd, %xmm0,%xmm0",1,0,6.052219,68.1592039800995,31.8407960199005
400cbb,rbp,12430489,502,crash,<bpnn_adjust_weights._omp_fn.1>,mov,"mov, %rsi,%rdx",0,1,6.05502,68.1592039800995,31.8407960199005
400fd0,rax,12480318,3115,crash,<bpnn_randomize_weights>,test,"test, %r12d,%r12d",0,1,6.079355,68.1592039800995,31.8407960199005
400ff8,rdx,12480346,1334,masked,<bpnn_randomize_weights>,mulss,"mulss, 0x1090(%rip),%xmm0",1,0,6.079369,68.65671641791045,31.34328358208955
400cbe,rflags,12486706,1012,masked,<bpnn_adjust_weights._omp_fn.1>,add,"add, (%r9,%rax,8),%rdx",1,0,6.082475,68.1592039800995,31.8407960199005
401205,rdx,12591371,2842,crash,<bpnn_free>,mov,"mov, 0x50(%rbx),%rax",0,1,6.133589,67.66169154228855,32.33830845771144
400f10,rbx,12859278,582,masked,<alloc_1d_dbl>,push,"push, %rbx",1,0,6.264426,67.16417910447761,32.83582089552239
4012eb,rbx,12885823,993,masked,<bpnn_create>,cmp,"cmp, %ecx,%ebx",1,0,6.27739,67.66169154228855,32.33830845771144
400cd0,rdi,12970328,464,masked,<bpnn_adjust_weights._omp_fn.1>,cmp,"cmp, %eax,%ebx",1,0,6.318659,67.66169154228855,32.33830845771144
400cbe,rcx,13167169,1493,crash,<bpnn_adjust_weights._omp_fn.1>,add,"add, (%r9,%rax,8),%rdx",0,1,6.41479,67.66169154228855,32.33830845771144
400ff5,rdx,13187583,3170,masked,<bpnn_randomize_weights>,cmp,"cmp, %ebx,%r12d",1,0,6.42476,67.66169154228855,32.33830845771144
400ff1,rbp,13259345,79,masked,<bpnn_randomize_weights>,cvtsi2ss,"cvtsi2ss, %eax,%xmm0",1,0,6.459806,68.1592039800995,31.8407960199005
4012e7,xmm0,13283701,2497,masked,<bpnn_create>,add,"add, $0x1,%rcx",1,0,6.4717,68.1592039800995,31.8407960199005
400f11,rbp,13299998,2266,masked,<alloc_1d_dbl>,shl,"shl, $0x2,%edi",1,0,6.479659,67.66169154228855,32.33830845771144
400ff5,rflags,13308227,1786,crash,<bpnn_randomize_weights>,cmp,"cmp, %ebx,%r12d",0,1,6.483678,68.1592039800995,31.8407960199005
400ff1,rbp,13533870,2082,masked,<bpnn_randomize_weights>,cvtsi2ss,"cvtsi2ss, %eax,%xmm0",1,0,6.593875,68.1592039800995,31.8407960199005
400cf0,xmm0,13627355,257,masked,<bpnn_adjust_weights._omp_fn.1>,unpcklpd,"unpcklpd, %xmm0,%xmm0",1,0,6.63953,68.1592039800995,31.8407960199005
