IP,REG,fi,seg,result_class,FUC,INS,INS_FULL,Masked,Crash,Dynamic Execution,Masked%,Crash%
41184c,rsi,5885006,2892,masked,,,,1,0,44.860887,35.32338308457712,61.19402985074627
424d68,rsi,5885098,12769,crash,,,,0,1,44.861588,34.82587064676617,61.691542288557216
4048b0,rdx,5885311,13750,crash,,,,0,1,44.863213,35.32338308457712,61.19402985074627
411530,rdi,5885445,11630,crash,,,,0,1,44.864234,34.82587064676617,61.691542288557216
4251ed,xmm0,5885653,2278,crash,,,,0,1,44.86582,34.82587064676617,61.691542288557216
424ba3,rsp,5887048,10216,crash,,,,0,1,44.876457,34.82587064676617,61.691542288557216
461f45,rflags,5887382,11160,masked,,,,1,0,44.879003,34.82587064676617,61.691542288557216
403360,r14,5887710,11024,masked,,,,1,0,44.881504,34.82587064676617,61.691542288557216
461f45,rflags,5888211,8270,crash,,,,0,1,44.885324,34.32835820895522,62.18905472636816
4114b0,xmm0,5888707,253,crash,,,,0,1,44.889106,33.830845771144276,62.6865671641791
461f41,r10,5888832,5737,masked,,,,1,0,44.890059,33.830845771144276,62.6865671641791
480344,rax,5889317,11101,crash,,,,0,1,44.893757,34.32835820895522,62.6865671641791
428233,rflags,5889554,3994,crash,,,,0,1,44.895564,33.830845771144276,63.18407960199005
46fd7d,rax,5889882,14549,masked,,,,1,0,44.898065,33.830845771144276,63.18407960199005
411a08,rcx,5890412,14153,crash,,,,0,1,44.902106,33.830845771144276,63.18407960199005
485801,rsp,5890412,14153,crash,,,,0,1,44.902106,34.32835820895522,63.18407960199005
491633,xmm1,5891378,2723,masked,,,,1,0,44.909472,34.32835820895522,63.18407960199005
470120,rflags,5891867,8621,crash,,,,0,1,44.9132,34.32835820895522,63.18407960199005
424b80,rax,5891956,6072,crash,,,,0,1,44.913879,33.830845771144276,63.681592039801
470295,xmm0,5892745,12576,crash,,,,0,1,44.919895,33.830845771144276,63.681592039801
485888,rsp,5894092,5580,crash,,,,0,1,44.930166,33.830845771144276,63.681592039801
411588,rdi,5894257,14629,masked,,,,1,0,44.931424,33.830845771144276,63.681592039801
4810c0,rflags,5894646,12728,crash,,,,0,1,44.93439,34.32835820895522,63.18407960199005
455ff4,r13,5894915,2032,crash,,,,0,1,44.936441,33.830845771144276,63.681592039801
461f5c,rax,5896917,5716,crash,,,,0,1,44.951706,34.32835820895522,63.18407960199005
